initial situation
200
0.039805,0.918799,0.000068,-0.000377,0.007046,0.427043,4
0.322582,0.105775,-0.000243,0.000388,0.004673,0.762819,3
0.352908,0.554776,0.000300,-0.000109,0.006926,0.686480,6
0.443103,0.371809,0.000058,0.000341,0.008443,0.426985,5
0.006391,0.043658,0.000228,-0.000453,0.005324,0.787684,6
0.036633,0.630345,-0.000219,-0.000139,0.005015,0.695918,1
0.643286,0.205146,0.000237,-0.000498,0.005496,0.705970,4
0.478065,0.083854,-0.000366,0.000428,0.006359,0.583746,1
0.522290,0.391911,0.000489,0.000033,0.008613,0.575683,6
0.405363,0.014044,0.000249,-0.000055,0.007479,0.659069,1
0.384042,0.563357,-0.000445,-0.000466,0.008837,0.709864,3
